		  "POINT (50.5547 21.0599)","Península Arábiga"
		  "POINT (18.0352 19.5764)","África Central hace 70000 años "
		  "POINT (76.4297 13.5136)","India hace 35000 años"
		  "POINT (135.3937 -26.5932)","Australia hace 50000 años"
		  "POINT (-99.6719 38.0564)","América del Norte hace 15000 años"
		  "POINT (-59.0015 -9.2817)","América de Sur hace 15000 años"
		  "POINT (114.7852 36.7670)","Asia Oriental hace 35000 años"
		  "POINT (36.5625 15.3520)","África Oriental hace 60000 años"
		  "POINT (53.4375 35.5179)","Asia Occidental hace 35000 años"
		  "POINT (37.5469 62.7869)","Norte de Europa hace 40000 años"
		  "POINT (6.7852 47.9193)","Europa Occidental hace 40000 años"
		  "POINT (-6.4336 30.9625)","noroeste de África hace 40000 años"
		  "POINT (104.7656 70.3069)","Siberia hace 25000 años"
		  "POINT (-48.3750 62.2679)","Groenlandia hace 1500 años"
		  "POINT (124.3477 7.0834)","sudeste de Asia hace 25000 años"
		  "POINT (46.8281 -20.6328)","Madagascar hace 1500 años"
		  "POINT (175.3945 -38.1898)","Nueva Zelanda hace 1000 años"
		  "POINT (-159.0000 62.0000)","Alaska hace 15000 años"
		  "POINT (-168.9609 65.7812)","Estrecho de Bering hace 15000 años"
		  "POINT (115.2598 -1.1249)","Indonesia hace 50000 años"
		  "POINT (142.0840 -5.3885)","Papua hace 35000 años"
		  "POINT (13.4623 122.3965)","Filipinas hace 35000 años"
		  "POINT (22.0000 -20.6328)","África del sur hace 70000 años"


 